SSC_NAME_2011,POA_CODE_2011
Taminick,3726
Devenish,3726
St James (Vic.),3727
Tungamah,3728
Wilby,3728
Bundalong,3730
Burramine,3730
Yarrawonga (Vic.),3730
Moyhu,3732
Whitfield (Vic.),3733
Whorouly,3735
Buffalo River,3737
Myrtleford,3737
Mudgegonga,3737
Rosewhite,3737
Gapsted,3737
Eurobin,3739
Porepunkah,3740
Bright (Vic.),3741
Harrietville,3741
Freeburgh,3741
Hotham Heights,3741
Wandiligong,3744
Eldorado,3746
Beechworth,3747
Stanley (Vic.),3747
Wooragee,3747
Yackandandah,3749
Wollert,3750
Woodstock (Vic.),3751
South Morang,3752
Beveridge,3753
Doreen,3754
Mernda,3754
Yan Yean,3755
Wallan,3756
Upper Plenty,3756
Darraweit Guim,3756
Kinglake Central,3757
Kinglake West,3757
Pheasant Creek (Vic.),3757
Humevale,3757
Whittlesea,3757
Eden Park,3757
Wandong,3758
Heathcote Junction,3758
Panton Hill,3759
Smiths Gully,3760
St Andrews (Vic.),3761
Kinglake,3763
Willowmavin,3764
Kilmore,3764
Kilmore East,3764
Montrose (Vic.),3765
Kalorama,3766
Mount Dandenong,3767
Coldstream (Vic.),3770
Gruyere,3770
Christmas Hills (Vic.),3775
Yarra Glen,3775
Steels Creek,3775
Dixons Creek,3775
Toolangi,3777
Castella,3777
Healesville,3777
Badger Creek,3777
Chum Creek,3777
Narbethong (Vic.),3778
Marysville,3779
Cockatoo (Vic.),3781
Macclesfield (Vic.),3782
Emerald (Vic.),3782
Clematis,3782
Avonsleigh,3782
Gembrook,3783
Tremont,3785
Ferny Creek,3786
Sassafras (Vic.),3787
Olinda (Vic.),3788
Sherbrooke,3789
Kallista,3791
The Patch,3792
Monbulk,3793
Silvan,3795
Mount Evelyn,3796
Yarra Junction,3797
Gladysdale,3797
Powelltown,3797
Three Bridges,3797
McMahons Creek,3799
Warburton (Vic.),3799
East Warburton,3799
Wesburn,3799
Millgrove,3799
Clayton,3800
Endeavour Hills,3802
Hallam,3802
Hallam,3803
Narre Warren East,3804
Narre Warren North,3804
Narre Warren,3805
Narre Warren South,3805
Berwick,3806
Harkaway,3806
Beaconsfield (Vic.),3807
Guys Hill,3807
Dewhurst,3808
Beaconsfield Upper,3808
Officer,3809
Pakenham Upper,3810
Pakenham South,3810
Pakenham,3810
Nar Nar Goon,3812
Maryknoll,3812
Nar Nar Goon North,3812
Tynong,3813
Tynong North,3813
Garfield North,3814
Cora Lynn,3814
Garfield (Vic.),3814
Iona,3815
Bunyip,3815
Tonimbuk,3815
Labertouche,3816
Longwarry,3816
Drouin,3818
Drouin East,3818
Ripplebrook,3818
Drouin South,3818
Drouin West,3818
Athlone,3818
Jindivick,3818
Hallora,3818
Warragul,3820
Buln Buln East,3821
Rokeby (Vic.),3821
Buln Buln,3821
Shady Creek,3821
Warragul South,3821
Nilma North,3821
Nilma,3821
Ellinbank,3821
Darnum,3822
Cloverlea,3822
Yarragon,3823
Yarragon South,3823
Trafalgar (Vic.),3824
Narracan,3824
Trafalgar South,3824
Trafalgar East,3824
Childers (Vic.),3824
Hill End (Vic.),3825
Erica,3825
Willow Grove,3825
Rawson,3825
Tanjil South,3825
Newborough,3825
Moe,3825
Hernes Oak,3825
Yallourn,3825
Moe South,3825
Yallourn North,3825
Neerim South,3831
Neerim East,3831
Neerim,3832
Baw Baw Village,3833
Noojee,3833
Tanjil Bren,3833
Baw Baw (Vic.),3833
Gentle Annie,3833
Thorpdale,3835
Hazelwood,3840
Jeeralang Junction,3840
Hazelwood North,3840
Hazelwood South,3840
Morwell,3840
Churchill (Vic.),3842
Callignee,3844
Traralgon South,3844
Traralgon,3844
Traralgon East,3844
Tyers,3844
Carrajung,3844
Rosedale (Vic.),3847
Nambrok,3847
Willung South,3847
Sale,3850
Wurruk,3850
Golden Beach (Vic.),3851
Cobains,3851
Longford (Vic.),3851
Lake Wellington,3851
Stradbroke,3851
Loch Sport,3851
Seaspray,3851
Bundalaguah,3851
Fulham (Vic.),3851
East Sale,3852
Glengarry (Vic.),3854
Glengarry North,3854
Toongabbie (Vic.),3856
Cowwarr,3857
Licola,3858
Heyfield,3858
Glenmaggie,3858
Seaton (Vic.),3858
Denison,3858
Newry,3859
Tinamba,3859
Briagolong,3860
Boisdale,3860
Coongulla,3860
Maffra (Vic.),3860
Dargo,3862
Meerlieu,3862
Stratford (Vic.),3862
Munro,3862
Fernbank,3864
Lindenow,3865
Yinnar South,3869
Yinnar,3869
Budgeree,3870
Boolarra South,3870
Boolarra,3870
Mirboo North,3871
Mirboo,3871
Gormandale,3873
Woodside (Vic.),3874
East Bairnsdale,3875
Eastwood (Vic.),3875
Bairnsdale,3875
Wy Yung,3875
Lucknow (Vic.),3875
Walpa,3875
Lindenow South,3875
Calulu,3875
Mount Taylor,3875
Clifton Creek,3875
Granite Rock,3875
Sarsfield,3875
Goon Nure,3875
Forge Creek,3875
Newlands Arm,3875
Eagle Point,3878
Boole Poole,3880
Paynesville (Vic.),3880
Raymond Island,3880
Forge Creek,3880
Ocean Grange,3880
Nicholson (Vic.),3882
Tom Groggin,3885
Bruthen,3885
Tambo Upper,3885
Mossiface,3885
Buchan,3885
Newmerella,3886
Nowa Nowa,3887
Orbost,3888
Marlo,3888
Bendoc,3888
Bete Bolong,3888
Bemm River,3889
Cann River,3890
Genoa,3891
Mallacoota,3892
Reedy Flat,3895
Swifts Creek,3896
Dinner Plain,3898
Omeo,3898
Benambra,3900
Johnsonville,3902
Swan Reach (Vic.),3903
Metung,3904
Lakes Entrance,3909
Kalimna,3909
Nungurner,3909
Lake Tyers Beach,3909
Lake Bunga,3909
Toorloo Arm,3909
Langwarrin,3910
Langwarrin South,3911
Baxter,3911
Pearcedale,3912
Somerville (Vic.),3912
Tyabb,3913
Tuerong,3915
Hastings (Vic.),3915
Shoreham,3916
Point Leo,3916
Bittern,3918
Crib Point,3919
Hmas Cerberus,3920
French Island,3921
Cowes,3922
Surf Beach (Vic.),3922
Sunset Strip (Vic.),3922
Silverleaves,3922
Smiths Beach,3922
Wimbledon Heights,3922
Ventnor (Vic.),3922
Rhyll,3923
Cape Woolamai,3925
Newhaven,3925
San Remo (Vic.),3925
Merricks North,3926
Balnarring,3926
Balnarring Beach,3926
Somers,3927
Main Ridge,3928
Flinders (Vic.),3929
Mount Eliza,3930
Mornington (Vic.),3931
Moorooduc,3933
Mount Martha,3934
Dromana,3936
Safety Beach (Vic.),3936
Arthurs Seat,3936
Red Hill (Vic.),3937
Red Hill South,3937
McCrae,3938
Boneo,3939
Cape Schanck,3939
Fingal (Vic.),3939
Rosebud,3939
Rosebud West,3940
Rye,3941
Tootgarook,3941
St Andrews Beach,3941
Blairgowrie,3942
Sorrento (Vic.),3943
Portsea,3944
Loch,3945
Korumburra,3950
Strzelecki (Vic.),3950
Kardella,3951
Outtrim,3951
Bena,3951
Leongatha,3953
Hallston,3953
Leongatha North,3953
Leongatha South,3953
Nerrena,3953
Koonwarra,3954
Venus Bay (Vic.),3956
Meeniyan,3956
Dumbalk,3956
Walkerville (Vic.),3956
Tarwin Lower,3956
Stony Creek (South Gippsland - Vic.),3957
Buffalo,3958
Sandy Point (Vic.),3959
Fish Creek,3959
Foster,3960
Woorarra West,3960
Yanakie,3960
Wilsons Promontory,3960
Toora (Vic.),3962
Toora North,3962
Port Welshpool,3965
Welshpool (Vic.),3966
Binginwarri,3966
Won Wron,3971
Devon North,3971
Jack River,3971
Manns Beach,3971
Port Albert,3971
Alberton (Vic.),3971
Robertsons Beach,3971
Yarram,3971
Lynbrook,3975
Lyndhurst (Vic.),3975
Hampton Park,3976
Cranbourne,3977
Cranbourne East,3977
Cranbourne North,3977
Devon Meadows,3977
Cranbourne South,3977
Botanic Ridge,3977
Junction Village,3977
Cranbourne West,3977
Unclassified (Vic.),3977
Cannons Creek,3977
Skye (Vic.),3977
Sandhurst,3977
Cardinia,3978
Clyde (Vic.),3978
Glen Alvie,3979
Krowera,3979
Warneet,3980
Blind Bight,3980
Tooradin,3980
Koo Wee Rup,3981
Yannathan,3981
Bayles,3981
Catani,3981
Heath Hill,3981
Pioneer Bay,3984
Tenby Point,3984
The Gurdies,3984
Coronet Bay,3984
Corinella (Vic.),3984
Grantville,3984
Caldermeade,3984
Lang Lang,3984
Nyora (Vic.),3987
Poowong,3988
Poowong North,3988
Bass,3991
Dalyston,3992
Lance Creek,3995
Woolamai,3995
Wonthaggi,3995
South Dudley,3995
Kilcunda,3995
North Wonthaggi,3995
Cape Paterson,3995
Wattle Bank,3995
Harmers Haven,3995
Inverloch,3996
Unclassified (Vic.),3996
Brisbane City,4000
Petrie Terrace,4000
Spring Hill (Qld),4000
New Farm,4005
Fortitude Valley,4006
Herston,4006
Teneriffe,4006
Newstead (Qld),4006
Bowen Hills,4006
Ascot (Brisbane - Qld),4007
Hamilton (Qld),4007
Pinkenba,4008
Eagle Farm,4009
Albion (Brisbane - Qld),4010
Clayfield,4011
Hendra,4011
Wavell Heights,4012
Nundah,4012
Northgate (Qld),4013
Virginia (Qld),4014
Banyo,4014
Nudgee,4014
Nudgee Beach,4014
Bracken Ridge,4017
Brighton (Qld),4017
Deagon,4017
Sandgate (Qld),4017
Shorncliffe,4017
Taigum,4018
Fitzgibbon,4018
Clontarf (Moreton Bay - Qld),4019
Woody Point,4019
Margate (Qld),4019
Redcliffe (Qld),4020
Scarborough (Qld),4020
Newport (Qld),4020
Kippa-Ring,4021
Rothwell,4022
Kooringal (Qld),4025
St Helena Island,4025
Windsor (Qld),4030
Wooloowin,4030
Lutwyche,4030
Gordon Park,4031
Wavell Heights,4031
Kedron,4031
Chermside,4032
Chermside West,4032
Aspley,4034
Carseldine,4034
Geebung,4034
Boondall,4034
Zillmere,4034
Bridgeman Downs,4035
Albany Creek,4035
Bald Hills (Qld),4036
Carseldine,4036
Eatons Hill,4037
Enoggera,4051
Gaythorne,4051
Alderley,4051
Grange (Qld),4051
Newmarket,4051
Wilston,4051
Everton Park,4053
McDowall,4053
Stafford,4053
Stafford Heights,4053
Mitchelton,4053
Everton Hills,4053
Keperra,4054
Arana Hills,4054
Ferny Grove,4055
Upper Kedron,4055
Ferny Hills,4055
Bunya,4055
Kelvin Grove,4059
Red Hill (Brisbane - Qld),4059
Ashgrove,4060
The Gap (Brisbane - Qld),4061
Paddington (Qld),4064
Milton (Qld),4064
Bardon,4065
Toowong,4066
Mount Coot-tha,4066
Auchenflower,4066
St Lucia,4067
Chelmer,4068
Indooroopilly,4068
Taringa,4068
Toowong,4068
Upper Brookfield,4069
Kenmore Hills,4069
Brookfield (Qld),4069
Chapel Hill (Qld),4069
Fig Tree Pocket,4069
Kenmore,4069
Pinjarra Hills,4069
Pullenvale,4069
Bellbowrie,4070
Moggill,4070
Anstead,4070
St Lucia,4072
Seventeen Mile Rocks,4073
Sinnamon Park,4073
Jindalee (Qld),4074
Mount Ommaney,4074
Jamboree Heights,4074
Middle Park (Qld),4074
Riverhills,4074
Westlake,4074
Sumner,4074
Graceville,4075
Corinda,4075
Sherwood (Qld),4075
Oxley (Qld),4075
Darra,4076
Wacol,4076
Durack (Qld),4077
Doolandella,4077
Richlands (Qld),4077
Inala,4077
Forest Lake,4078
Ellen Grove,4078
Highgate Hill,4101
South Brisbane,4101
West End (Brisbane - Qld),4101
Dutton Park,4102
Woolloongabba,4102
Annerley,4103
Fairfield (Qld),4103
Yeronga,4104
Yeerongpilly,4105
Tennyson (Qld),4105
Moorooka,4105
Rocklea (Qld),4106
Salisbury (Qld),4107
Coopers Plains,4108
Archerfield,4108
Macgregor (Qld),4109
Robertson (Qld),4109
Sunnybank,4109
Sunnybank Hills,4109
Larapinta (Qld),4110
Pallara,4110
Willawong,4110
Heathwood,4110
Acacia Ridge,4110
Nathan,4111
Kuraby,4112
Eight Mile Plains,4113
Runcorn,4113
Kingston (Qld),4114
Logan Central,4114
Slacks Creek,4114
Woodridge (Qld),4114
Algester,4115
Parkinson,4115
Stretton,4116
Calamvale,4116
Drewvale,4116
Karawatha,4117
Berrinba,4117
Browns Plains (Qld),4118
Hillcrest (Qld),4118
Forestdale,4118
Berrinba,4118
Regents Park (Qld),4118
Heritage Park,4118
Underwood (Qld),4119
Greenslopes,4120
Holland Park,4121
Holland Park West,4121
Tarragindi,4121
Carindale,4122
Mansfield (Qld),4122
Mount Gravatt East,4122
Mount Gravatt,4122
Upper Mount Gravatt,4122
Wishart (Qld),4122
Rochedale,4123
Rochedale South,4123
Spring Mountain (Qld),4124
Boronia Heights,4124
Greenbank,4124
New Beith,4124
Park Ridge,4125
Munruben,4125
Park Ridge South,4125
Daisy Hill (Qld),4127
Priestdale,4127
Slacks Creek,4127
Springwood (Qld),4127
Tanah Merah,4128
Shailer Park,4128
Loganholme,4129
Cornubia,4130
Carbrook,4130
Meadowbrook,4131
Loganlea,4131
Crestmead,4132
Marsden,4132
Logan Reserve,4133
Chambers Flat,4133
Waterford (Qld),4133
Waterford West,4133
Coorparoo,4151
Camp Hill,4152
Carina (Qld),4152
Carina Heights,4152
Carindale,4152
Belmont (Qld),4153
Ransome,4154
Gumdale,4154
Wakerley,4154
Chandler (Qld),4155
Burbank,4156
Mackenzie (Brisbane - Qld),4156
Chandler (Qld),4157
Capalaba,4157
Sheldon,4157
Thorneside,4158
Birkdale,4159
Wellington Point,4160
Ormiston,4160
Alexandra Hills,4161
Cleveland (Qld),4163
Thornlands,4164
Redland Bay,4165
Mount Cotton,4165
Victoria Point (Qld),4165
Kangaroo Point (Qld),4169
East Brisbane,4169
Cannon Hill,4170
Morningside,4170
Seven Hills (Qld),4170
Norman Park,4170
Balmoral (Qld),4171
Bulimba,4171
Hawthorne,4171
Murarrie,4172
Tingalpa,4173
Hemmant,4174
Lytton,4178
Wynnum,4178
Wynnum West,4178
Lota,4179
Manly (Qld),4179
Manly West,4179
Dunwich,4183
Point Lookout,4183
North Stradbroke Island,4183
Amity,4183
Moreton Bay,4184
Russell Island,4184
Coochiemudlo Island,4184
Macleay Island,4184
Lamb Island,4184
Karragarra Island,4184
Bethania,4205
Steiglitz (Qld),4207
Alberton (Qld),4207
Woongoolba,4207
Yatala,4207
Luscombe,4207
Stapylton,4207
Cedar Creek (Gold Coast - Qld),4207
Beenleigh,4207
Eagleby,4207
Edens Landing,4207
Holmview,4207
Mount Warren Park,4207
Windaroo,4207
Bannockburn (Qld),4207
Wolffdene,4207
Bahrs Scrub,4207
Belivah,4207
Logan Village,4207
Buccan,4207
Jacobs Well,4208
Norwell,4208
Ormeau,4208
Ormeau Hills,4208
Kingsholme,4208
Coomera,4209
Pimpama,4209
Upper Coomera,4209
Willow Vale (Qld),4209
Guanaba,4210
Maudsland,4210
Oxenford,4210
Wongawallan,4210
Advancetown,4211
Numinbah Valley,4211
Clagiraba,4211
Lower Beechmont,4211
Beechmont,4211
Carrara,4211
Highland Park,4211
Nerang,4211
Gilston,4211
Mount Nathan,4211
Pacific Pines,4211
Gaven,4211
Helensvale,4212
Hope Island,4212
Southern Moreton Bay Islands,4212
Springbrook,4213
Austinville,4213
Bonogin,4213
Mudgeeraba,4213
Worongary,4213
Tallai,4213
Arundel,4214
Ashmore,4214
Molendinar,4214
Parkwood (Qld),4214
Labrador,4215
Southport (Qld),4215
Biggera Waters,4216
Coombabah,4216
Hollywell,4216
Paradise Point,4216
Runaway Bay,4216
South Stradbroke,4216
Benowa,4217
Bundall,4217
Main Beach,4217
Surfers Paradise,4217
Broadbeach Waters,4218
Broadbeach,4218
Mermaid Beach,4218
Mermaid Waters,4218
Burleigh Heads,4219
Burleigh Heads,4220
Burleigh Waters,4220
Miami,4220
Elanora,4221
Palm Beach (Qld),4221
Currumbin,4223
Tugun,4223
Currumbin Waters,4223
Currumbin Valley,4223
Tugun,4224
Coolangatta (Qld),4225
Bilinga,4225
Clear Island Waters,4226
Merrimac,4226
Robina,4226
Reedy Creek (Qld),4227
Varsity Lakes,4227
Tallebudgera Valley,4228
Tallebudgera,4228
Varsity Lakes,4229
Robina,4230
Tamborine,4270
Tamborine Mountain,4271
Tamborine Mountain,4272
Witheren,4275
Illinbah,4275
Wonglepong,4275
Boyland,4275
Canungra,4275
North Maclean,4280
South Maclean,4280
Jimboomba,4280
Stockleigh,4280
Beaudesert,4285
Gleneagle,4285
Veresdale Scrub,4285
Biddaddaba,4285
Bromelton,4285
Kooralbyn,4285
Josephville,4285
Laravale,4285
Kerry,4285
Darlington (Qld),4285
Innisplain,4285
Cedar Grove,4285
Cedar Vale,4285
Woodhill (Qld),4285
Mundoolun,4285
Rathdowney,4287
Palen Creek,4287
Ellen Grove,4300
Augustine Heights,4300
Brookwater,4300
Bellbird Park,4300
Gailes,4300
Camira (Qld),4300
Carole Park,4300
Goodna,4300
Springfield (Ipswich - Qld),4300
Springfield Lakes,4300
Springfield Central,4300
Collingwood Park (Qld),4301
Redbank (Qld),4301
Redbank Plains,4301
Dinmore,4303
Riverview (Qld),4303
New Chum,4303
Bundamba,4304
Ebbw Vale,4304
Blackstone,4304
Booval,4304
Silkstone,4304
North Booval,4304
Brassall,4305
Yamanto,4305
Churchill (Qld),4305
Ipswich,4305
West Ipswich,4305
Sadliers Crossing,4305
Woodend (Qld),4305
Coalfalls,4305
East Ipswich,4305
Newtown (Ipswich - Qld),4305
Basin Pocket,4305
Eastern Heights,4305
North Ipswich,4305
Leichhardt (Qld),4305
One Mile (Qld),4305
Wulkuraka,4305
Tivoli,4305
Moores Pocket,4305
Flinders View,4305
Raceview,4305
Peak Crossing,4306
England Creek,4306
Glamorgan Vale,4306
Fernvale (Qld),4306
Fairney View,4306
Wivenhoe Pocket,4306
Wanora,4306
Walloon,4306
Purga,4306
Haigslea,4306
Ironbark (Qld),4306
Willowbank,4306
Thagoona,4306
Amberley,4306
Chuwar,4306
Pine Mountain (Qld),4306
Muirlea,4306
Karalee,4306
Barellan Point,4306
Karana Downs,4306
Mount Crosby,4306
Kholo,4306
Karrabin,4306
Ripley,4306
South Ripley,4306
Deebing Heights,4306
Harlin,4306
Moore,4306
Taromeo,4306
Blackbutt North,4306
Benarkin North,4306
Blackbutt (Qld),4306
Mutdapilly,4307
Harrisville,4307
Warrill View,4307
Kalbar,4309
Aratula (Qld),4309
Moogerah,4309
Tarome,4309
Munbilla,4309
Allandale (Qld),4310
Boonah (Qld),4310
Frenches Creek,4310
Mount Alford,4310
Coochin,4310
Croftby,4310
Hoya,4310
Dugandan,4310
Roadvale,4310
Charlwood,4310
Milbong,4310
Wyaralong,4310
Brightview,4311
Churchable,4311
Lockyer Waters,4311
Coominya,4311
Lowood,4311
Tarampa,4311
Prenzlau,4311
Minden,4311
Atkinsons Dam,4311
Patrick Estate,4311
Clarendon (Qld),4311
Mount Tarampa,4311
Coolana,4311
Esk (Qld),4312
Mount Hallen,4312
Redbank Creek,4312
Somerset Dam,4312
Crossdale,4312
Toogoolawah,4313
Braemore,4313
Mount Beppo,4313
Coleyville,4340
Rosevale (Qld),4340
Lanefield,4340
Rosewood (Qld),4340
Mount Forbes,4340
Ebenezer (Qld),4340
Grandchester,4340
Mount Mort,4340
Calvert (Qld),4340
Tallegalla,4340
Laidley,4341
Plainland,4341
Hatton Vale,4341
Kensington Grove,4341
Laidley Heights,4341
Regency Downs,4341
Laidley South,4341
Blenheim,4341
Mulgowie,4341
Thornton (Qld),4341
Summerholm,4341
Lockrose,4342
Glenore Grove,4342
Forest Hill (Qld),4342
Lake Clarendon,4343
Spring Creek (Lockyer Valley - Qld),4343
Morton Vale,4343
Gatton,4343
Placid Hills,4343
Lower Tenthill,4343
Upper Tenthill,4343
Mount Sylvia,4343
Ropeley,4343
Black Duck Creek,4343
Adare,4343
Helidon,4344
Helidon Spa,4344
Carpendale,4344
Flagstone Creek,4344
Rockmount,4344
Lawes,4345
Marburg,4346
Grantham,4347
Ma Ma Creek,4347
Mount Whitestone,4347
Gowrie Mountain,4350
Athol,4350
Mount Rascal,4350
Top Camp,4350
Darling Heights,4350
Kearneys Spring,4350
Harristown,4350
Drayton,4350
Blue Mountain Heights,4350
Middle Ridge,4350
Newtown (Toowoomba - Qld),4350
Harlaxton,4350
North Toowoomba,4350
Mount Kynoch,4350
Rangeville,4350
Toowoomba City,4350
South Toowoomba,4350
Centenary Heights,4350
East Toowoomba,4350
Mount Lofty,4350
Prince Henry Heights,4350
Redwood,4350
Glenvale,4350
Westbrook (Qld),4350
Wellcamp,4350
Torrington (Qld),4350
Cotswold Hills,4350
Rockville,4350
Wilsonton,4350
Wilsonton Heights,4350
Cranley,4350
Ravensbourne,4352
Groomsville,4352
Maclagan,4352
Peranga,4352
Hampton (Qld),4352
Yandilla,4352
Karara,4352
Pozieres,4352
Wyreema,4352
Vale View,4352
Hodgson Vale,4352
Preston (Toowoomba - Qld),4352
Gowrie Junction,4352
Meringandan West,4352
Glencoe (Qld),4352
Meringandan,4352
Highfields (Qld),4352
Cabarlah,4352
Kleinton,4352
Geham,4352
Withcott,4352
Murphys Creek (Qld),4352
Upper Lockyer,4352
Postmans Ridge,4352
Blanchview,4352
Haden,4353
Goombungee,4354
Crows Nest (Qld),4355
Pierces Creek,4355
Glenaven,4355
Emu Creek (Qld),4355
Mount Tyson,4356
Bongeen,4356
Scrubby Mountain,4356
Felton,4356
Linthorpe,4356
Stoneleigh (Qld),4356
Pittsworth,4356
Irongate,4356
Millmerran,4357
Tummaville,4357
Captains Mountain,4357
Millmerran Downs,4357
Ramsay (Qld),4358
Ellangowan (Qld),4358
Cambooya,4358
Greenmount (Toowoomba - Qld),4359
East Greenmount,4359
Hirstglen,4359
Nobby,4360
Clifton (Qld),4361
Spring Creek (Toowoomba - Qld),4361
Back Plains,4361
Allora,4362
Hendon (Qld),4362
Goomburra,4362
Mount Marshall,4362
Deuchar,4362
Southbrook,4363
Brookstead,4364
Leyburn,4365
Sladevale,4370
Willowvale (Qld),4370
Maryvale (Southern Downs - Qld),4370
Freestone,4370
Loch Lomond,4370
Junabee,4370
Leslie Dam,4370
Pratten,4370
Rosenthal Heights,4370
Warwick (Qld),4370
Canningvale,4370
Rosehill (Qld),4370
Emu Vale,4371
Yangan,4371
Tannymorel,4372
Killarney (Qld),4373
The Falls,4373
Dalveen,4374
Cottonvale (Qld),4375
Thulimbah,4376
The Summit,4377
Applethorpe,4378
Stanthorpe,4380
Severnlea,4380
Broadwater (Qld),4380
Amiens,4380
Greenlands (Qld),4380
Dalcouth,4380
Eukey,4380
Glen Aplin,4381
Ballandean,4382
Jennings,4383
Wallangarra,4383
Texas (Qld),4385
Inglewood (Qld),4387
Coolmunda,4387
Yelarbon,4388
Goondiwindi,4390
Lundavra,4390
Kingsthorpe,4400
Acland,4401
Oakey,4401
Biddeston,4401
Aubigny,4401
Cooyar,4402
Quinalow,4403
Jondaryan,4403
Bowenville,4404
Weranga,4405
Dalby,4405
Macalister,4405
Ducklo,4405
Nandi,4405
Kogan,4406
Moonie,4406
Hannaford,4406
Kaimkillenbun,4406
Cecil Plains,4407
Bell (Qld),4408
Cooranga,4408
Jandowae,4410
Warra,4411
Brigalow,4412
Chinchilla,4413
Crossroads,4413
Red Hill (Western Downs - Qld),4413
Chances Plain,4413
Burra Burri,4413
Miles,4415
Condamine,4416
Surat,4417
Noorindoo,4417
Wandoan,4419
Grosmont,4419
Roche Creek,4419
Taroom,4420
Kinnoul,4420
Tara (Qld),4421
Inglestone,4422
Meandarra,4422
Drillham,4424
Dulacca,4425
Yuleba,4427
Wallumbilla,4428
Wallumbilla North,4428
Wallumbilla South,4428
Injune,4454
Roma,4455
Mount Abundance,4455
Tingun,4455
Euthulla,4455
Dargal Road,4455
Eumamurrin,4455
Amby,4462
Mitchell (Qld),4465
Dunkeld (Qld),4465
Morven (Qld),4468
Charleville,4470
Blackall,4472
Augathella,4477
Tambo,4478
Quilpie,4480
Eromanga,4480
Windorah,4481
Dirranbandi,4486
St George (Qld),4487
Bollon,4488
Cunnamulla,4490
Yowah,4490
Dynevor,4492
Thargomindah,4492
Bungunya,4494
North Talwood,4496
Thallon,4497
Toobeah,4498
Warner,4500
Cashmere,4500
Joyner,4500
Clear Mountain,4500
Bray Park (Qld),4500
Strathpine,4500
Brendale,4500
Lawnton,4501
Petrie,4502
Kurwongbah,4503
Whiteside,4503
Kallangur,4503
Dakabin,4503
Murrumba Downs,4503
Griffin,4503
Narangba,4504
Burpengary East,4505
Burpengary,4505
Morayfield,4506
Moorina (Qld),4506
Banksia Beach,4507
Bellara,4507
Bongaree,4507
Woorim,4507
Welsby,4507
White Patch,4507
Deception Bay,4508
North Lakes,4509
Mango Hill,4509
Toorbul,4510
Donnybrook (Qld),4510
Meldale,4510
Beachmere,4510
Caboolture,4510
Moodlu,4510
Bellmere,4510
Caboolture South,4510
Upper Caboolture,4510
Rocksberg,4510
Godwin Beach,4511
Ningi,4511
Sandstone Point,4511
Wamuran,4512
Bracalba,4512
Villeneuve,4514
Woodford (Qld),4514
D'Aguilar,4514
Delaneys Creek,4514
Mount Delaney,4514
Stanmore (Qld),4514
Neurum,4514
Booroobin,4514
Stony Creek (Qld),4514
Kilcoy,4515
Royston,4515
Sandy Creek (Qld),4515
Hazeldean,4515
Mount Kilcoy,4515
Linville,4515
Elimbah,4516
Beerburrum,4517
Glass House Mountains,4518
Beerburrum,4518
Peachester,4519
Beerwah,4519
Crohamhurst,4519
Coochin Creek,4519
Enoggera Reservoir,4520
Armstrong Creek,4520
Kobble Creek,4520
Mount Samson,4520
Samsonvale,4520
Highvale,4520
Samford Valley,4520
Wights Mountain,4520
Camp Mountain,4520
Mount Nebo,4520
Samford Village,4520
Mount Glorious,4520
Cedar Creek (Moreton Bay - Qld),4520
Closeburn,4520
Yugar,4520
Draper,4520
Mount Mee,4521
King Scrub,4521
Dayboro,4521
Mount Pleasant (Moreton Bay - Qld),4521
Ocean View,4521
Laceys Creek,4521
Landsborough (Qld),4550
Mount Mellum,4550
Currimundi,4551
Aroona,4551
Kings Beach,4551
Caloundra,4551
Little Mountain,4551
Meridan Plains,4551
Caloundra West,4551
Bells Creek,4551
Golden Beach (Qld),4551
Pelican Waters,4551
Shelly Beach (Sunshine Coast - Qld),4551
Moffat Beach,4551
Dicky Beach,4551
Battery Hill,4551
Witta,4552
Maleny,4552
North Maleny,4552
Balmoral Ridge,4552
Bald Knob,4552
Wootha,4552
Reesville,4552
Cambroon,4552
Conondale,4552
Mooloolah Valley,4553
Diamond Valley,4553
Glenview,4553
Palmview,4553
Eudlo,4554
Ilkley,4554
Palmwoods (Qld),4555
Chevallum,4555
Hunchy,4555
Landers Shoot,4555
Forest Glen (Qld),4556
Mons,4556
Buderim,4556
Kunda Park,4556
Tanawha,4556
Sippy Downs,4556
Mountain Creek (Qld),4557
Mooloolaba,4557
Maroochydore,4558
Kuluin,4558
Kiels Mountain,4559
Diddillibah,4559
Forest Glen (Qld),4559
Woombye,4559
West Woombye,4559
Bli Bli,4560
Parklands (Qld),4560
Rosemount,4560
Kulangoor,4560
Nambour,4560
Perwillowen,4560
Towen Mountain,4560
Burnside (Qld),4560
Coes Creek,4560
Image Flat,4560
Highworth,4560
Dulong,4560
Mapleton,4560
Flaxton,4560
Kureelpa,4560
Cooloolabin,4560
Montville,4560
Maroochy River,4561
Yandina,4561
North Arm (Qld),4561
Yandina Creek,4561
Bridges,4561
Ninderry,4561
Valdora,4561
Eerwah Vale,4562
Verrierdale,4562
Eumundi,4562
Doonan,4562
Weyba Downs,4562
Belli Park,4562
Black Mountain (Qld),4563
Cooroy,4563
Tinbeerwah,4563
Ridgewood (Qld),4563
Lake Macdonald,4563
Carters Ridge,4563
Twin Waters,4564
Marcoola,4564
Mudjimba,4564
Pacific Paradise,4564
Boreen Point,4565
Cootharaba,4565
Cooroibah,4565
Noosa North Shore,4565
Ringtail Creek,4565
Tewantin,4565
Noosaville,4566
